"﻿""SYMBOL",COMPANY NAME,SUBJECT,DETAILS,BROADCAST DATE/TIME,RECEIPT,DISSEMINATION,DIFFERENCE,"ATTACHMENT""",<!DOCTYPE html>
DUGLOBAL,DUDIGITAL GLOBAL LIMITED,Updates,DUDIGITAL GLOBAL LIMITED has informed the Exchange regarding 'Additional Investment in the shares of subsidiary company and Formation of a new committee'.,07-11-2023 19:02,07-11-2023 19:02,07-11-2023 19:02,00:00:12,https://nsearchives.nseindia.com/corporate/DUGLOBAL_07112023190218_DU_BM_Out_Sep_2023.pdf,
VINSYS,Vinsys IT Services India Limited,Incorporation-XBRL,Vinsys IT Services India Limited has informed the Exchange regarding Incorporation,07-11-2023 18:55,07-11-2023 18:55,07-11-2023 18:56,00:00:12,https://nsearchives.nseindia.com/corporate/xbrl/VINSYS_07112023185551_REG30_Restructuring_979428_07112023065550_WEB.xml,
VINSYS,Vinsys IT Services India Limited,Updates,"Vinsys It Services India Limited has informed the Exchange regarding 'Intimation under Regulation 30 of SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015'.",07-11-2023 18:53,07-11-2023 18:53,07-11-2023 18:53,00:00:07,https://nsearchives.nseindia.com/corporate/VINSYS_07112023185347_Intimation.pdf,
DUGLOBAL,DUDIGITAL GLOBAL LIMITED,Financial Result Updates,"DUDIGITAL GLOBAL LIMITED has submitted to the Exchange, the financial results for the period ended September 30, 2023.",07-11-2023 18:51,07-11-2023 18:51,07-11-2023 18:51,00:00:07,https://nsearchives.nseindia.com/corporate/DU_BM_Out_Sep_2023_07112023185117.pdf,
DUGLOBAL,DUDIGITAL GLOBAL LIMITED,Financial Result Updates,"DUDIGITAL GLOBAL LIMITED has submitted to the Exchange, the financial results for the period ended September 30, 2023.",07-11-2023 18:51,07-11-2023 18:51,07-11-2023 18:51,00:00:08,https://nsearchives.nseindia.com/corporate/DU_BM_Out_Sep_2023_07112023185117.pdf,
PERFECT,Perfect Infraengineers Limited,Suspension of Trading,"Members of the Exchange are hereby informed that the trading in the partly paid-up equity shares (Series: E1, ISIN: IN9925S01010) of Perfect Infraengineers Limited shall be suspended w.e.f. November 10, 2023 (i.e., closing hours of trading on November 09, 2023) on account of first and final call.",07-11-2023 18:43,07-11-2023 18:43,07-11-2023 18:43,"00:00:11,",,
ARISTO,Aristo Bio-Tech And Lifescience Limited,Change in Directors/ Key Managerial Personnel/ Auditor/ Compliance Officer/ Share Transfer Agent,ARISTO BIO TECH AND LIFESCIENCE LIMITED has informed the Exchange about Change in Directors/ Key Managerial Personnel/ Auditor/ Compliance Officer/ Share Transfer Agent,07-11-2023 18:24,07-11-2023 18:24,07-11-2023 18:24,00:00:06,https://nsearchives.nseindia.com/corporate/xbrl/ARISTO_07112023182453_CIM_14162_979318_07112023062452_WEB.xml,
BETA,Beta Drugs Limited,Outcome of Board Meeting,"Beta Drugs Limited has informed the Exchange regarding Outcome of Board Meeting held on November 07, 2023.",07-11-2023 18:12,07-11-2023 18:12,07-11-2023 18:12,00:00:05,https://nsearchives.nseindia.com/corporate/BETA_07112023181246_UBK.pdf,
ARISTO,Aristo Bio-Tech And Lifescience Limited,Financial Result Updates,"Aristo Bio Tech And Lifescience Limited has submitted to the Exchange, the financial results for the period ended September 30, 2023.",07-11-2023 18:03,07-11-2023 18:03,07-11-2023 18:03,00:00:04,https://nsearchives.nseindia.com/corporate/BMOutcomesd_07112023180325.pdf,
DIGIKORE,Digikore Studios Limited,Analysts/Institutional Investor Meet/Con. Call Updates,"Digikore Studios Limited has informed the Exchange about Schedule of meet to be held on 09th November, 2023 at 12:15 IST",07-11-2023 18:02,07-11-2023 18:02,07-11-2023 18:02,00:00:10,https://nsearchives.nseindia.com/corporate/DIGIKORE_07112023180209_DSLINVESTORMEET.pdf,
ARISTO,Aristo Bio-Tech And Lifescience Limited,Outcome of Board Meeting,"Outcome of Board Meeting held today i.e. on November 07, 2023 in terms of second proviso to Regulation 30(6) of SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015.Ref: Aristo Bio-Tech and Lifescience Limited (Symbol: - ARISTO, ISIN: - INE082101010)In reference to captioned subject, we hereby inform you that the Board of Directors of the Company, in their Board Meeting held today, i.e. on Tuesday, November 07, 2023, at the Registered Office of the Company situated at at E-24,25,26, G.I.D.C. Manjusar, Ta. Savli, Vadodara-391775, Gujarat, India which was commenced at 5:00 P.M. and concluded at 5:45 P.M., to have:1. Considered, approved and taken on record the Unaudited financial result of the Company for the Half year ended on September 30, 2023, and2. Statement of Assets and Liabilities.3. Cash Flow Statement.4. Approved the Limited Review Report issued by Statutory Auditors of the Company for the Half year ended on September 30, 2023,5. Took Note of the Resignation of Mr. Dipakkumar Harkant Joshi (DIN: 08549339), Non-Executive Director of the company due to personal reasons and personal commitment, with effect from close of business hours of November 07, 2023.6. Appointed M/s. SCS AND CO. LLP, Practicing Company Secretary, Ahmedabad as Secretarial Auditor for Secretarial Audit of the Company for the F.Y. 2023-247. Considered and approved all other business as per agenda circulated.Further, pursuant to Regulation 33 of the SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015 we are enclosing herewith the Unaudited Financial Results for the Half year ended September 30, 2023 and Limited Review Report issued by Statutory Auditors on the Unaudited Financial results for the half year ended September 30, 2023.Resignation Letter received from Mr. Dipakkumar Harkant Joshi (DIN: 08549339) is enclosed herewith. Brief Profile of SCS AND CO. LLP, Practicing Company Secretary are also enclosed herewithFurther, Details as required under regulation 30 of listing regulations read with SEBI circular SEBI/HO/CFD/CFD-PoD-1/P/CIR/2023/123 dated July 13, 2023 are provided herewith.",07-11-2023 18:02,07-11-2023 18:02,07-11-2023 18:02,00:00:06,https://nsearchives.nseindia.com/corporate/ARISTO_07112023180205_BMOutcomesd.pdf,
VMARCIND,V Marc India Limited,Outcome of Board Meeting,"V Marc India Limited has informed the Exchange regarding  Board meeting held on November 07, 2023.",07-11-2023 17:48,07-11-2023 17:48,07-11-2023 17:48,00:00:07,https://nsearchives.nseindia.com/corporate/VMARCIND_07112023174826_VIL.pdf,
